bodyID,weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth
ANSURI_fem_0418,61.94,164.06,33.95,89.38,75.27,100.9,98.82,58.2,36.92,35.08,20.53,23.68,14.49,13.77,55.01,23.9,78.03,38.88,38.77,23.45,52.91
ANSURI_fem_0419,55.74,163.28,36.4,83.62,70.15,90.9,103.31,53.25,36.23,34.27,20.73,25.47,14.93,15.61,54.17,24.56,79.23,38.32,38.27,20.67,55.73
ANSURI_fem_0420,58.34,155.61,35.95,89.01,77.1,94.26,99.47,59.07,39.07,34.85,19.7,24.64,14.73,13.81,49.86,22.99,73.98,36.9,36.92,22.8,54.54
ANSURI_fem_0421,61.46,161.02,36.02,94.42,81.84,94.0,101.46,56.79,36.77,35.89,20.4,24.52,14.29,12.69,54.71,24.18,77.65,39.27,38.64,23.83,54.25
ANSURI_fem_0422,63.76,170.85,35.55,86.73,71.2,101.24,100.01,58.34,37.04,35.03,20.59,23.76,14.44,13.79,55.84,24.11,78.42,41.36,39.41,22.22,57.33
ANSURI_fem_0423,56.22,160.79,34.69,86.61,73.24,92.33,98.66,56.08,36.55,33.65,19.34,23.81,14.65,13.97,57.42,25.06,80.23,37.52,41.47,21.79,54.9
ANSURI_fem_0424,59.19,157.71,35.14,88.11,76.58,96.65,101.85,56.21,38.0,34.5,19.78,25.29,14.64,13.88,55.1,23.82,74.07,36.75,38.71,22.53,56.2
ANSURI_fem_0425,69.05,159.73,36.39,96.44,86.53,102.91,105.11,60.86,39.94,35.77,20.65,28.2,16.22,14.71,56.08,25.92,76.21,38.41,39.36,25.64,54.28
ANSURI_fem_0426,57.42,162.01,34.7,84.58,73.14,92.55,99.09,58.01,37.89,33.5,20.01,23.56,14.53,13.53,54.77,24.6,79.57,38.74,39.1,21.77,56.01
ANSURI_fem_0427,59.31,157.22,35.97,88.6,77.08,96.63,99.15,56.86,38.75,35.02,20.65,24.86,14.93,13.39,54.09,24.71,77.68,36.18,38.25,23.7,56.16
ANSURI_fem_0428,59.53,168.32,35.72,85.47,72.73,94.61,100.86,56.02,36.69,35.24,21.07,24.29,15.02,14.19,56.71,24.29,80.7,41.83,38.46,19.78,54.57
ANSURI_fem_0429,62.76,159.35,35.87,95.59,79.23,97.55,103.21,59.33,37.22,35.56,19.73,25.39,14.75,13.94,54.5,24.58,77.07,36.34,38.02,24.95,53.99
ANSURI_fem_0430,68.77,166.53,36.25,86.3,77.51,105.22,101.0,61.52,41.44,38.29,22.51,25.2,15.09,14.84,55.65,24.56,79.05,39.34,38.77,23.21,54.14
ANSURI_fem_0431,56.96,162.79,35.96,84.25,70.85,91.57,96.73,56.11,36.83,34.62,20.62,26.18,15.93,14.14,55.79,25.81,80.46,37.3,39.04,21.98,58.07
ANSURI_fem_0432,50.62,152.09,34.68,83.41,65.79,89.24,93.74,55.75,36.53,33.77,19.76,24.99,14.02,13.11,50.67,22.0,71.36,35.84,35.97,22.44,53.92
ANSURI_fem_0433,69.68,164.78,35.69,93.53,76.29,101.5,101.59,62.04,41.78,40.2,22.46,27.45,16.44,14.27,55.67,24.89,80.99,38.44,40.43,25.22,55.7
ANSURI_fem_0434,53.07,164.28,35.44,81.2,70.64,90.87,94.04,53.08,34.73,31.43,19.07,23.43,14.49,12.91,53.32,23.03,75.81,40.81,37.86,20.54,55.64
ANSURI_fem_0435,51.01,162.18,35.03,81.97,71.76,86.31,98.63,49.62,33.51,32.06,19.69,24.33,14.69,13.92,54.73,23.31,76.95,40.21,38.41,20.52,53.03
ANSURI_fem_0436,57.99,162.31,35.18,85.68,72.0,91.6,100.0,55.71,39.55,34.94,21.14,24.99,15.32,15.18,52.73,24.1,78.93,41.04,38.91,22.38,53.61
ANSURI_fem_0437,77.71,166.5,39.04,91.68,86.3,110.47,106.2,66.02,42.7,39.33,22.48,27.77,15.99,14.5,54.98,23.7,77.82,41.19,37.05,23.82,57.23
ANSURI_fem_0438,66.33,168.71,36.59,88.32,81.54,99.06,101.71,59.13,38.17,36.99,20.95,26.81,15.41,15.46,59.81,27.19,84.34,39.67,43.65,22.7,54.32
ANSURI_fem_0439,54.75,156.31,34.31,87.04,76.16,94.92,97.74,52.7,34.91,33.83,18.87,24.56,14.27,13.82,53.95,24.09,74.52,38.27,37.12,22.4,54.03
ANSURI_fem_0440,56.63,155.96,34.87,90.06,83.48,91.49,97.3,53.14,35.88,35.34,20.27,24.89,14.56,13.1,52.78,22.72,73.94,37.01,36.26,24.35,55.72
ANSURI_fem_0441,69.9,165.29,38.03,96.38,96.45,101.73,101.64,57.46,37.5,35.44,20.88,24.28,15.47,14.62,55.38,24.2,77.66,41.25,38.84,25.84,55.64
ANSURI_fem_0442,69.25,160.17,37.16,102.14,88.68,102.03,106.01,60.82,36.66,32.98,19.16,24.98,14.96,12.64,53.41,22.57,73.69,40.49,36.35,28.41,53.67
ANSURI_fem_0443,45.78,152.75,32.69,78.85,67.52,87.18,95.32,50.66,32.22,32.19,19.67,22.32,14.16,15.02,49.07,22.34,71.79,37.09,35.18,19.01,53.38
ANSURI_fem_0444,59.8,162.38,34.43,92.17,74.88,94.46,100.63,56.87,37.47,33.1,19.38,25.33,14.99,14.41,56.92,25.79,80.74,37.79,41.75,24.38,54.68
ANSURI_fem_0445,66.36,170.25,37.64,89.95,77.45,95.92,101.18,59.38,39.64,36.18,21.51,26.67,15.53,13.73,61.11,28.1,86.46,38.25,43.41,23.53,56.37
ANSURI_fem_0446,65.06,164.56,34.06,87.94,74.27,101.33,100.07,61.46,40.04,36.71,21.07,26.33,14.89,13.18,55.79,24.99,79.38,39.41,39.07,22.73,54.64
ANSURI_fem_0447,64.65,168.07,37.43,87.78,76.5,98.13,102.3,57.91,37.13,35.85,21.74,25.96,15.16,14.79,56.59,26.45,79.93,38.97,39.71,24.18,55.57
ANSURI_fem_0448,56.93,161.86,35.53,87.45,71.96,90.0,98.7,54.87,37.4,35.69,21.32,24.97,15.42,14.58,54.88,25.07,78.45,38.35,38.78,22.53,55.45
ANSURI_fem_0449,56.04,166.84,34.07,82.05,73.42,91.44,96.68,53.32,35.56,33.53,20.36,25.04,15.81,14.21,60.05,27.39,84.77,39.02,42.08,22.2,54.14
ANSURI_fem_0450,55.69,160.97,34.33,83.46,69.3,95.8,97.09,55.58,35.81,33.0,20.11,24.74,14.92,13.1,57.22,24.76,78.67,35.36,40.12,21.91,52.99
ANSURI_fem_0451,58.31,159.15,34.08,83.68,73.65,97.85,98.21,57.46,38.59,35.0,20.09,23.77,14.64,14.49,52.45,23.14,74.03,39.77,36.7,21.92,54.33
ANSURI_fem_0452,67.99,167.07,36.54,90.73,77.67,100.08,104.56,61.69,40.7,36.59,20.35,25.74,15.52,14.19,58.74,26.67,83.77,38.57,41.06,23.82,55.56
ANSURI_fem_0453,65.33,166.45,36.46,94.05,72.6,98.11,104.46,58.36,38.1,37.21,21.22,26.03,15.51,14.09,56.56,25.12,79.36,40.03,39.54,23.85,54.8
ANSURI_fem_0454,62.55,159.13,35.61,87.34,77.74,101.56,99.81,59.31,39.18,35.05,19.48,26.48,15.37,14.32,56.01,25.41,75.27,38.42,37.09,22.05,56.55
ANSURI_fem_0455,55.5,159.26,34.33,82.22,75.95,92.67,95.23,57.54,36.68,34.24,20.12,24.29,14.61,13.24,53.7,22.99,76.56,39.1,38.59,20.74,52.99
ANSURI_fem_0456,69.85,158.61,39.39,101.64,89.39,98.16,109.99,58.03,40.17,36.72,21.38,26.94,15.71,13.38,52.29,22.63,72.51,39.36,35.51,27.3,54.48
ANSURI_fem_0457,60.08,158.73,35.09,89.02,73.24,96.76,99.27,58.91,38.05,36.06,20.19,24.93,15.13,14.0,52.91,23.74,74.61,38.42,38.66,23.8,53.91
ANSURI_fem_0458,62.69,169.78,34.29,89.81,74.07,95.06,96.84,56.75,39.4,35.44,21.68,24.0,14.69,13.38,56.52,24.95,81.63,43.71,39.27,24.79,53.92
ANSURI_fem_0459,54.1,159.77,34.49,84.62,76.18,91.95,93.97,55.85,34.4,33.01,19.59,23.63,14.13,13.25,53.56,24.13,77.31,36.92,38.74,22.06,52.87
ANSURI_fem_0460,66.05,157.63,37.5,98.78,80.19,99.73,103.38,60.79,38.1,36.99,20.41,25.62,14.78,13.64,54.02,23.89,74.01,40.7,38.68,26.4,53.56
ANSURI_fem_0461,55.26,153.86,34.91,85.13,77.11,93.93,99.06,54.85,37.16,34.5,20.02,25.57,14.85,12.8,56.32,25.16,73.99,35.11,37.32,20.48,55.04
ANSURI_fem_0462,66.71,177.41,36.31,90.37,78.28,98.7,102.78,57.19,35.71,34.02,20.32,24.27,15.21,16.03,63.5,28.87,88.05,44.42,43.93,23.47,55.33
ANSURI_fem_0463,77.37,155.9,38.95,101.53,98.29,111.38,111.51,67.36,40.81,37.03,20.03,27.9,15.22,14.19,54.74,25.2,73.39,37.59,39.02,26.29,55.18
ANSURI_fem_0464,62.01,162.97,35.55,89.15,78.56,95.53,100.32,57.43,38.8,35.15,20.92,25.67,15.35,14.2,54.18,23.4,77.21,41.88,38.36,23.17,54.74
ANSURI_fem_0465,71.92,167.72,35.44,88.01,81.62,104.64,100.62,65.48,43.23,39.35,21.37,25.3,15.12,13.45,55.34,24.8,80.93,40.96,40.25,23.23,53.75
ANSURI_fem_0466,54.95,163.63,33.67,86.21,71.89,89.95,94.72,54.95,35.17,32.42,19.52,25.13,15.29,13.35,55.32,24.56,80.83,40.61,40.87,23.02,53.66
ANSURI_fem_0467,69.7,167.34,37.86,92.8,79.79,100.78,107.77,60.47,39.75,37.96,21.29,26.09,15.11,14.72,55.25,24.39,79.32,39.99,40.78,23.6,56.4
ANSURI_fem_0468,61.1,159.88,35.15,88.34,78.8,100.1,100.2,59.4,35.94,34.21,19.05,26.2,14.78,13.87,55.49,24.95,76.29,37.35,36.24,22.4,54.5
ANSURI_fem_0469,65.58,163.69,37.21,91.51,83.06,98.33,104.56,59.83,38.22,34.71,20.54,25.01,15.31,13.57,54.82,24.5,76.31,39.67,38.31,22.58,57.15
ANSURI_fem_0470,59.7,165.16,34.56,84.7,72.62,95.01,96.03,56.37,37.42,37.2,22.32,24.59,16.1,13.13,55.14,23.8,78.92,39.82,38.71,22.53,54.17
ANSURI_fem_0471,51.65,157.47,34.83,84.7,67.58,90.32,96.45,54.35,33.29,33.68,19.13,23.31,13.63,13.6,56.68,25.91,77.74,37.28,38.49,21.79,53.94
ANSURI_fem_0472,56.37,155.65,34.18,88.1,80.92,94.06,95.11,55.16,36.41,35.17,20.03,24.18,14.22,13.05,51.81,22.2,72.3,40.08,35.48,22.67,52.55
ANSURI_fem_0473,81.1,173.25,39.73,97.59,88.91,107.2,107.15,65.18,43.57,38.88,23.09,28.22,16.71,14.5,57.32,25.56,84.38,41.32,41.61,24.84,55.69
ANSURI_fem_0474,60.09,163.64,34.96,90.47,77.39,93.64,100.4,56.75,37.74,35.15,19.19,25.07,14.27,14.24,55.28,25.34,82.16,37.83,41.5,23.84,55.28
ANSURI_fem_0475,54.51,159.45,33.25,86.53,72.13,92.11,97.86,53.98,35.79,33.86,19.84,23.57,14.08,14.71,53.28,23.33,76.36,39.58,38.03,22.88,53.48
ANSURI_fem_0476,66.94,163.51,34.85,92.29,80.44,102.45,100.73,60.24,39.94,37.67,22.02,24.53,14.84,14.65,55.47,24.91,77.15,39.99,37.89,23.86,56.12
ANSURI_fem_0477,58.59,159.7,35.2,95.4,74.6,93.11,102.94,54.78,34.41,34.84,19.45,25.18,14.57,14.04,58.63,25.88,79.29,36.55,40.07,25.33,55.42
ANSURI_fem_0478,59.3,163.44,34.13,88.65,76.3,96.03,102.51,57.13,34.2,32.56,19.21,24.47,13.97,14.48,54.45,23.66,76.26,40.15,38.39,23.39,54.47
ANSURI_fem_0479,73.35,166.09,36.24,103.5,92.46,103.41,109.3,58.74,35.21,35.47,19.87,25.73,15.19,15.21,56.18,24.38,77.62,45.1,40.1,28.5,56.0
ANSURI_fem_0480,57.55,161.8,34.62,86.55,71.9,94.03,100.56,55.77,35.08,36.38,21.05,25.18,14.69,15.27,53.75,23.21,76.38,40.39,38.01,21.95,54.21
ANSURI_fem_0481,66.52,161.57,37.5,97.11,84.55,98.33,106.05,57.94,36.28,37.32,20.73,26.62,15.31,13.35,58.21,25.02,78.39,37.31,40.39,25.82,55.69
ANSURI_fem_0482,60.34,164.29,35.7,90.64,73.0,93.91,101.83,56.4,36.8,35.03,20.62,24.43,15.07,14.67,56.47,25.59,79.15,40.22,40.35,22.99,56.56
ANSURI_fem_0483,50.11,151.48,34.05,82.41,72.86,89.59,96.99,53.68,33.55,33.3,19.53,25.42,14.36,13.16,51.56,21.97,71.85,35.75,36.44,21.07,52.88
ANSURI_fem_0484,59.25,162.9,36.31,89.13,80.46,91.89,103.14,55.01,35.34,34.11,19.43,25.82,15.01,14.67,58.06,26.15,80.54,39.17,40.35,23.44,52.47
ANSURI_fem_0485,50.84,163.48,34.94,80.14,66.48,85.81,95.91,52.12,34.41,32.84,19.91,24.92,15.2,13.34,54.73,25.27,80.06,38.11,41.17,19.85,54.48
ANSURI_fem_0486,58.33,161.31,35.0,87.47,76.95,94.0,100.47,57.47,35.64,34.1,20.05,25.57,15.43,14.99,56.31,26.07,79.54,39.44,40.99,21.39,53.72
ANSURI_fem_0487,60.47,162.98,37.06,91.85,74.12,92.77,102.77,55.89,35.58,35.68,21.14,25.92,15.24,14.04,51.69,23.33,76.73,39.51,39.14,24.6,56.64
ANSURI_fem_0488,59.48,159.36,35.55,89.25,76.71,96.44,99.57,57.07,36.96,34.9,20.66,25.43,14.62,13.28,51.98,22.68,74.72,38.07,38.37,22.41,55.85
ANSURI_fem_0489,64.44,159.72,34.74,83.22,73.22,102.8,99.54,65.6,41.03,37.77,21.1,24.4,14.36,13.94,55.3,24.98,79.32,36.52,38.99,22.15,55.75
ANSURI_fem_0490,63.17,156.64,34.7,87.4,82.41,98.96,100.96,61.39,40.19,38.39,20.81,25.88,14.93,13.7,55.31,24.41,75.13,37.52,37.27,22.59,52.43
ANSURI_fem_0491,78.0,168.54,39.24,102.4,87.64,103.11,110.08,63.14,40.88,38.16,22.29,27.42,16.87,14.65,59.6,27.34,81.47,40.03,42.25,27.75,57.23
ANSURI_fem_0492,69.08,155.07,39.66,104.32,91.23,96.93,112.91,57.77,37.22,36.71,21.67,27.83,15.19,13.93,51.22,22.14,69.33,40.54,37.39,27.7,54.62
ANSURI_fem_0493,64.13,157.04,36.11,94.2,88.04,97.42,105.76,60.44,37.49,35.88,20.6,27.07,14.94,14.43,54.1,24.43,76.78,36.55,38.54,24.51,54.3
ANSURI_fem_0494,60.89,160.62,36.58,91.2,83.62,97.31,97.98,56.54,36.41,33.96,19.85,25.62,14.74,13.29,53.04,23.25,76.31,37.54,38.16,23.54,53.27
ANSURI_fem_0495,57.75,157.34,35.03,85.05,77.1,94.78,99.49,57.44,37.02,36.36,20.45,25.24,14.1,14.99,51.75,22.5,73.64,37.82,35.66,22.59,54.06
ANSURI_fem_0496,52.82,150.67,33.86,87.27,76.5,92.94,95.86,55.22,37.63,33.79,19.68,22.61,13.87,14.66,48.09,20.88,70.58,37.17,36.18,22.48,51.05
ANSURI_fem_0497,63.0,161.8,36.53,90.13,85.01,97.44,100.98,57.79,38.75,35.08,20.86,24.92,14.92,13.26,56.9,26.01,81.02,36.91,40.37,23.35,54.64
ANSURI_fem_0498,54.11,154.17,34.87,83.26,76.32,90.19,100.9,55.13,36.83,34.05,20.28,25.11,15.46,14.49,53.06,24.34,74.09,38.17,36.54,21.05,53.78
ANSURI_fem_0499,61.51,164.71,36.58,87.66,72.22,95.22,105.22,58.35,36.8,34.35,20.05,26.51,15.27,14.72,57.15,25.16,79.88,38.85,39.46,22.25,57.17
ANSURI_fem_0500,59.49,145.25,37.56,98.87,84.78,98.01,106.02,59.08,36.18,34.15,18.34,25.42,14.33,13.48,48.03,20.86,67.62,36.7,35.61,25.92,54.05
ANSURI_fem_0501,61.91,157.4,36.2,94.04,77.81,95.58,103.61,58.3,38.56,35.85,19.99,24.92,14.82,14.17,53.69,22.74,72.72,40.01,37.53,24.23,55.98
ANSURI_fem_0502,64.84,165.42,37.34,100.17,82.31,95.62,99.62,57.31,37.71,34.39,19.94,24.35,14.69,13.45,52.33,23.63,80.39,39.3,40.27,26.96,56.68
ANSURI_fem_0503,65.5,164.14,37.09,90.07,77.29,97.7,105.6,59.74,38.9,37.26,21.35,26.6,15.76,14.31,58.52,26.98,82.3,37.4,40.02,23.68,55.1
ANSURI_fem_0504,68.66,167.25,37.43,89.77,79.62,103.1,104.23,60.46,38.9,37.21,22.02,25.59,15.35,13.98,55.79,23.51,79.56,40.89,40.61,22.83,54.55
ANSURI_fem_0505,69.74,169.51,36.72,95.66,80.23,99.77,105.42,58.49,39.38,37.06,21.47,25.11,15.87,15.51,55.02,23.77,79.44,43.63,40.44,25.79,55.02
ANSURI_fem_0506,56.23,158.85,35.05,83.74,72.4,93.33,99.77,55.61,36.46,34.89,19.63,27.51,15.38,13.75,54.24,24.7,76.79,37.44,38.76,21.3,53.5
ANSURI_fem_0507,66.12,164.3,36.73,91.23,81.54,100.87,101.91,60.63,38.65,34.62,20.49,25.94,16.05,14.19,53.03,23.69,78.1,39.75,38.27,23.57,55.16
ANSURI_fem_0508,64.47,162.25,36.14,92.36,77.83,99.22,102.36,58.04,39.33,35.83,21.2,26.75,15.68,14.79,54.61,23.81,77.4,38.35,39.05,24.4,55.27
ANSURI_fem_0509,57.3,161.9,35.19,88.29,72.37,93.52,97.11,54.58,36.33,34.19,20.26,25.5,15.36,13.99,51.66,22.61,75.36,39.97,36.87,23.69,54.27
ANSURI_fem_0510,52.79,155.89,35.81,91.8,69.57,89.54,94.42,53.76,34.18,32.82,19.43,24.62,14.39,12.44,49.66,22.0,72.59,37.86,35.59,24.45,54.34
ANSURI_fem_0511,48.1,152.83,33.87,82.58,72.67,85.62,95.54,51.09,33.76,33.69,18.74,23.53,13.67,13.71,50.87,22.49,72.79,37.36,37.29,21.11,50.95
ANSURI_fem_0512,62.05,170.97,36.74,88.34,72.22,93.78,101.72,57.69,37.05,35.15,21.04,25.84,14.53,14.28,57.86,25.65,85.24,39.35,42.61,22.86,52.47
ANSURI_fem_0513,58.88,165.81,34.78,84.3,73.58,96.85,100.79,58.09,36.54,33.29,19.31,24.07,14.27,15.65,52.32,22.62,80.52,40.58,40.62,20.93,53.65
ANSURI_fem_0514,69.57,162.71,37.25,97.19,81.88,102.06,105.75,60.35,39.11,37.77,20.97,25.45,15.41,14.55,53.52,23.9,74.88,40.84,38.48,26.36,55.36
ANSURI_fem_0515,52.14,165.52,34.95,83.45,68.27,86.88,98.61,49.98,34.24,32.0,19.64,23.77,15.5,14.48,55.43,24.54,80.27,39.77,40.34,21.5,54.66
ANSURI_fem_0516,58.23,162.76,35.64,86.09,71.0,95.44,99.28,57.4,35.91,35.15,20.64,24.63,15.06,14.45,53.18,25.44,78.65,37.24,40.58,22.17,53.67
ANSURI_fem_0517,67.79,165.64,36.78,95.28,77.68,101.73,103.9,59.92,37.57,36.31,20.43,25.87,15.3,14.3,54.88,24.45,77.12,41.52,39.3,25.3,54.78
ANSURI_fem_0518,75.34,166.83,36.59,99.58,88.42,106.77,106.96,63.42,40.14,37.32,20.58,27.36,15.21,14.87,56.16,24.16,79.74,40.53,39.66,26.12,55.06
ANSURI_fem_0519,60.72,160.73,36.26,87.89,72.68,96.97,102.19,58.1,37.25,35.35,20.87,27.14,15.96,14.01,56.98,25.4,77.92,38.25,37.95,22.38,52.87
ANSURI_fem_0520,57.37,162.99,35.44,88.03,74.98,93.58,98.94,53.91,34.35,33.48,20.0,25.1,15.71,14.06,53.61,23.88,77.01,40.28,38.32,23.33,52.14
ANSURI_fem_0521,53.28,165.89,34.18,87.56,70.49,87.68,95.92,51.37,33.37,32.25,18.47,24.29,14.02,13.2,58.68,24.57,80.34,41.35,41.33,23.13,52.42
ANSURI_fem_0522,67.72,160.28,38.58,95.58,80.78,100.3,105.65,61.15,38.7,36.4,20.2,29.37,16.02,13.37,55.07,24.01,76.9,37.03,39.28,25.91,53.68
ANSURI_fem_0523,59.13,167.31,35.05,84.69,73.4,94.46,102.12,55.11,35.5,33.79,20.05,25.59,14.86,14.36,56.88,25.22,82.26,40.68,40.23,22.21,54.57
ANSURI_fem_0524,55.87,164.51,36.25,84.49,71.86,90.07,99.08,54.5,34.57,33.32,19.79,24.92,15.38,13.87,55.51,24.79,77.78,40.26,38.79,21.46,55.32
ANSURI_fem_0525,66.83,165.67,37.37,87.96,77.68,101.72,103.96,61.34,39.4,36.16,21.36,25.8,15.29,14.59,53.0,22.68,76.87,40.91,39.02,22.27,55.59
ANSURI_fem_0526,70.37,174.79,38.11,97.26,87.15,97.44,107.58,56.98,36.69,32.88,20.85,25.8,15.54,16.09,55.18,24.63,82.73,42.58,40.43,25.72,56.11
ANSURI_fem_0527,66.04,153.41,37.06,90.33,91.08,102.64,107.34,61.03,40.46,36.61,19.83,25.53,14.97,14.86,54.24,24.06,73.61,36.63,38.26,24.37,54.63
ANSURI_fem_0528,60.98,154.46,36.36,91.95,75.9,97.95,102.66,60.56,38.89,36.61,20.21,24.67,14.12,14.52,52.65,23.97,76.09,34.9,38.26,25.38,53.18
ANSURI_fem_0529,57.86,154.85,34.98,91.72,80.73,93.98,100.82,57.34,36.42,33.78,19.77,24.1,14.55,13.8,50.21,22.95,75.25,38.55,38.6,24.69,53.32
ANSURI_fem_0530,52.81,161.61,34.91,87.39,68.99,87.46,96.28,50.57,33.66,33.53,20.41,24.47,15.44,14.04,54.5,24.19,77.36,40.71,39.72,23.31,54.78
ANSURI_fem_0531,56.57,160.93,35.51,85.8,73.05,95.26,98.64,56.11,33.82,32.09,19.54,25.58,15.72,14.32,55.86,25.54,77.25,38.98,38.1,21.6,55.22
ANSURI_fem_0532,63.96,157.73,34.83,93.72,81.67,100.77,103.45,60.68,38.75,35.25,20.04,24.66,14.68,12.91,55.2,24.45,75.51,38.16,38.09,23.27,53.26
ANSURI_fem_0533,58.17,166.86,36.67,87.48,73.45,94.08,99.15,54.95,35.77,32.2,19.59,24.0,14.95,14.21,57.18,26.47,82.51,39.53,41.57,21.48,56.03
ANSURI_fem_0534,65.26,169.52,36.45,93.29,81.04,95.56,100.9,57.56,37.23,34.86,20.58,25.13,15.89,14.13,59.0,25.96,84.06,40.4,42.36,25.05,56.7
ANSURI_fem_0535,63.63,164.7,35.86,91.94,79.35,101.77,100.86,56.92,36.17,32.86,19.65,24.27,14.82,14.04,57.01,25.29,80.05,38.83,40.59,25.35,54.18
ANSURI_fem_0536,50.97,162.43,34.47,81.05,68.72,86.58,99.22,51.22,33.47,32.94,19.98,23.37,14.52,14.97,52.14,23.47,74.66,43.26,38.53,19.82,54.18
ANSURI_fem_0537,48.54,163.56,33.39,81.0,64.31,84.58,101.14,49.36,31.34,31.04,19.33,23.23,15.47,16.8,57.47,25.16,78.94,40.33,39.24,20.29,53.35
ANSURI_fem_0538,54.1,159.04,35.68,83.64,71.5,92.9,97.01,54.09,34.35,32.97,20.27,24.14,14.34,14.18,49.96,21.7,70.2,42.34,34.36,21.61,54.02
ANSURI_fem_0539,70.35,164.68,38.25,93.49,83.07,103.21,103.75,62.33,40.57,37.69,20.84,25.91,14.99,13.84,56.57,24.64,77.25,37.78,37.85,23.8,56.53
ANSURI_fem_0540,57.61,165.83,33.93,82.43,74.35,95.79,93.77,55.53,35.83,35.74,20.87,23.91,14.18,13.29,54.31,23.36,78.83,40.36,38.31,21.29,54.46
ANSURI_fem_0541,58.16,152.51,35.99,95.73,79.04,93.86,101.1,56.64,36.15,33.47,19.35,25.69,14.27,13.61,50.25,22.89,71.28,38.26,35.67,26.58,54.4
ANSURI_fem_0542,58.4,164.17,36.6,84.44,72.27,90.99,99.97,54.62,38.27,36.68,21.93,24.84,14.55,14.91,52.87,22.86,78.53,39.59,38.74,23.36,55.34
ANSURI_fem_0543,68.87,171.84,37.42,94.05,76.94,99.36,102.54,59.25,39.37,36.2,22.13,27.29,16.0,13.66,52.89,23.13,80.79,40.53,40.22,24.24,56.11
ANSURI_fem_0544,67.39,163.3,37.34,91.61,77.19,100.67,106.98,62.14,38.67,35.2,20.29,26.6,15.66,14.92,57.68,26.41,77.92,40.52,39.34,24.03,55.57
ANSURI_fem_0545,61.52,166.21,35.33,87.01,74.23,95.45,98.95,58.44,38.78,36.49,21.34,24.08,14.67,15.52,54.29,24.51,77.96,39.95,38.36,22.94,54.39
ANSURI_fem_0546,61.25,160.22,34.96,84.58,79.42,95.98,101.35,58.23,39.13,36.64,20.6,26.0,14.88,14.63,56.02,24.96,79.02,39.83,39.71,22.99,55.37
ANSURI_fem_0547,60.41,151.01,36.53,95.98,82.99,95.06,103.17,57.91,39.6,34.47,20.07,26.65,15.61,14.04,49.17,22.38,69.88,37.42,33.76,24.97,53.71
ANSURI_fem_0548,67.17,164.48,35.76,97.11,76.77,100.15,105.27,59.26,38.03,36.23,20.54,26.15,15.08,13.12,56.42,25.84,80.85,37.62,41.37,26.78,57.41
ANSURI_fem_0549,68.27,170.28,36.47,88.68,78.23,100.99,102.25,61.36,38.32,36.51,20.69,26.7,15.99,15.48,59.61,26.81,83.66,40.71,41.77,23.28,56.84
ANSURI_fem_0550,63.11,167.05,37.13,88.86,73.72,96.94,101.49,58.23,37.86,34.92,20.76,25.33,15.34,14.64,55.65,24.53,80.26,38.01,40.65,24.02,55.65
ANSURI_fem_0551,58.45,157.56,34.55,89.86,79.06,93.94,95.6,55.81,37.54,35.4,20.67,26.58,15.57,12.75,53.76,24.82,75.49,37.4,37.25,24.1,55.19
ANSURI_fem_0552,71.03,171.01,35.41,88.11,85.65,104.66,103.71,61.52,39.11,36.21,21.09,25.59,15.29,15.67,60.6,26.78,85.26,41.15,42.76,23.86,56.33
ANSURI_fem_0553,52.32,162.87,33.03,82.57,68.43,89.03,97.43,52.53,34.3,34.4,20.04,23.47,14.51,14.82,54.13,23.69,76.45,41.13,38.2,20.84,52.81
ANSURI_fem_0554,59.91,164.29,34.64,89.75,76.13,95.58,102.39,56.82,35.43,33.2,20.62,23.68,15.0,14.98,54.39,24.11,79.09,39.98,40.7,23.37,53.44
ANSURI_fem_0555,54.9,165.94,35.34,82.28,67.09,90.37,101.83,52.82,34.57,34.5,20.28,26.52,14.95,15.53,54.22,24.44,77.98,43.64,39.17,19.68,54.55
ANSURI_fem_0556,59.99,162.91,35.5,85.43,72.56,96.08,100.72,59.45,35.95,36.32,20.73,24.22,14.21,14.33,53.37,24.24,76.42,40.01,38.93,21.9,56.02
ANSURI_fem_0557,67.16,167.44,36.1,94.18,82.93,98.54,103.96,59.37,39.03,37.32,20.48,25.65,15.1,15.02,57.53,25.73,80.27,38.91,40.65,22.54,54.14
ANSURI_fem_0558,63.36,162.44,36.14,93.01,77.92,97.54,102.94,58.46,37.41,34.45,20.96,25.51,14.84,14.16,53.51,24.01,76.88,40.73,38.65,24.64,54.56
ANSURI_fem_0559,56.32,162.59,36.04,83.67,69.01,90.34,102.13,55.48,37.02,35.33,20.96,24.36,14.38,15.57,52.89,23.94,77.47,40.77,38.32,21.92,53.56
ANSURI_fem_0560,61.27,165.03,35.48,88.99,73.69,96.41,101.79,57.15,36.96,35.64,21.76,24.82,14.55,14.94,54.5,23.67,79.06,40.22,40.57,22.88,54.57
ANSURI_fem_0561,55.89,173.24,35.02,83.49,71.64,89.56,99.22,52.16,33.85,32.72,19.67,23.23,14.48,14.4,59.4,26.34,87.65,41.87,42.45,21.41,56.28
